Brand Name	Mfg Code	Warranty Description	Warranty URL	Warranty Tel#	Warranty Months	Months for Parts	Comments
	RJ	Cinema Accessories	https://shop.redrockmicro.com/redrock-warranty		99.0	99.0	
Reel EFX	R2	Reel EFX	https://www.reelefx.com	8187621710			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Reflecmedia	RE	Reflecmedia	https://reflecmedia.com	8778728649	12.0	12.0	
Reflecta	RFLCT	Reflecta	https://reflecta.de/en				Warranty not available on MFR
Re-Fuel	REFUEL	Re-Fuel	https://re-fuel.com/pages/refuel-warranty		12.0	12.0	
Rel Acoustics	RELAC	Rel Acoustics	https://rel.net/customer-promise	5109906005	36.0	36.0	
Relab Development	RLBDV	Relab Development					Warranty Not Applicable
Reloop	RELOOP	Reloop	https://www.reloop.com				Warranty not available on MFR
Remin	R1	Remin	https://www.kart-a-bag.com/repairs	8004239328	120.0	120.0	
Remo	REMO						Not in Adorama Brand List
Remote Audio	RMTAUD	Remote Audio	https://remoteaudio.com/warranty	6152563513	12.0	12.0	
	RMTAUD	Internal Battery	https://remoteaudio.com/warranty	6152563513	6.0	6.0	
Rencher Industries	RG						No SKU is not listed on Adorama
Reolink	REO						Not in Adorama Brand List
Replay XD	RXD		https://replayxd.com				Warranty not available on MFR
Resident Audio	RESI						Not in Adorama Brand List
Resonon	RG						Not in Adorama Brand List
ResQMe	FO						Not in Adorama Brand List
ResQue1st	RG						Not in Adorama Brand List
Reunion Blues	REUBLU	Reunion Blues	https://reunionblues.com/pages/warranty	8002415413	99.0	99.0	
Revarcine	ARC						Not in Adorama Brand List
Reveal Sound	RVLS						Not in Adorama Brand List
Revo	RG	Revo					No SKU is not listed on Adorama
Revolog	RVLG	Revolog	http://revolog.net/pages/terms-conditions-allgemeine-geschaftsbedingungen				Warranty Not Applicable
RF Venue	RFV	RF Venue	https://www.rfvenue.com/warranty	7813860683	12.0	12.0	
RGB Voice	RGBVOICE	RGB Voice	https://rgbvoice.com		12.0	12.0	As Per Adorama
RGBlink	RGBLINK	RGBlink	https://www.rgblink.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Rhino	RG	Rhino	https://www.rhinousainc.com/pages/register-your-lifetime-warranty				No SKU is not listed on Adorama
RhinoShield	RG	RhinoShield	https://service.rhinoshield.io/pages/rhinoshield-policy#limited-warranty				No SKU is not listed on Adorama
Ricoh	PX	Ricoh	https://us.ricoh-imaging.com/warranty-information	8002340276			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
RIDGID	RG						Not in Adorama Brand List
Rigidesigns	RIG						Mfr Not Found
RigWheels	RIGW	RigWheels	https://www.rigwheels.com/warranty-and-returns	6129991311	12.0	12.0	
RIM BlackBerry	RI						Mfr Not Found
Rime Lite	RIME	Rime Lite	http://rimelite.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
RIPP Restraints	RIPP						Warranty Not Applicable
Rippton	RIPPTON						Not in Adorama Brand List
Rip-Tie	RG						No SKU is not listed on Adorama
RitewingRC	RG						Not in Adorama Brand List
Ritron	MI	Ritron	https://www.ritron.com		12.0	12.0	
Rizer	RG						Not in Adorama Brand List
RME	RME	RME	https://www.rme-usa.com/support.html	9546260674	24.0	24.0	
Robo 3D	ROBO3D						Not in Adorama Brand List
RoboSHOOT	RBSHT	RoboSHOOT			12.0	12.0	As Per Adorama
Roccat	ROC	Roccat	https://support.roccat.com		24.0	24.0	
Rock N Roller Multi-Cart	ROCKN		https://www.rocknrollercart.com/pages/terms-conditions				Warranty not available on MFR
Rockland Colloid	CH						Warranty Not Applicable
Rockustics	RCKSTC	Rockustics	https://rockustics-int.mseaudio.com/warranties	8556635600	120.0	120.0	
Rocky Nook	RKYNK						Warranty Not Applicable
RODE X	R4	RODE X	https://rode.com/en/support/warranty-terms	5625646628			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Rodenstock	RD1						Mfr Not Found
Rogue	ROGUE	Rogue	https://www.rogueflash.com/pages/warranty-returns-refunds	8317612040	12.0	12.0	
Rokinon	ROK	Rokinon	https://rokinon.com				Warranty only when Product Registered
Roland	ROL	Roland	https://www.roland.com/us/warranty	3238903700			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Rollei	ROLEI						Warranty Not Applicable
Rollocam	RLOCM						Not in Adorama Brand List
Rolls	ROLLS	Rolls	https://rolls.com/returns	8012639053	12.0	12.0	
Ronford Baker	RG						No SKU is not listed on Adorama
Ronin	RG						Not in Adorama Brand List
RoomDividersNow	RG						Not in Adorama Brand List
	ROLLS	Signal Sources	https://rolls.com/returns	8012639053	3.0	3.0	
Root Level	ARC						Not in Adorama Brand List
Rosco	RO	Rosco	https://us.rosco.com	8007672669			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Rose Electronics	RG						Not in Adorama Brand List
Ross Video	ROSSVD	Ross Video	https://www.rossvideo.com	8338590499			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
RotaTrim	BG	MasterCut MC Series	https://rotatrimus.com/warranty		60.0	60.0	
	BG	Pro / Professional M Series	https://rotatrimus.com/warranty		60.0	60.0	
	BG	DigiTech+ DT Series	https://rotatrimus.com/warranty		60.0	60.0	
	BG	Technical T Series	https://rotatrimus.com/warranty		60.0	60.0	
	BG	FoamTech FT Series	https://rotatrimus.com/warranty		60.0	60.0	
	BG	PowerTech T Series	https://rotatrimus.com/warranty		12.0	12.0	
	BG	Cutting Mats	https://rotatrimus.com/warranty		12.0	12.0	
	BG	Accessories	https://rotatrimus.com/warranty		12.0	12.0	
Rotolight	ROTOL	Rotolight	https://rotolight.com/policies/terms-of-service		12.0	12.0	
Roxio	RG						Not in Adorama Brand List
Royal Sovereign	RC	Royal Sovereign	https://www.royalsovereign.com/pages/service-and-warranty	8003971025			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
ROYBI	ROYBI						Not in Adorama Brand List
Royer Labs	ROYER						Not in Adorama Brand List
RPS Studio	RP						Mfr Not Found
RTS	RG						No SKU is not listed on Adorama
RTS Intercom Systems	RTS	RTS Intercom Systems	https://products.rtsintercoms.com/na/en	8005535992			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
RTW	RG						Not in Adorama Brand List
Ruckus	RCKS						Not in Adorama Brand List
RucPac	RUCPAC	RucPac	https://www.rucpac.com/rucpac_warranty.html		12.0	12.0	
Ruggard	RG						No SKU is not listed on Adorama
Rupert Neve Designs	RND	Rupert Neve Designs	https://rupertneve.com/returns-warranty	5128473013	36.0	36.0	
Rycote	RY	Rycote	https://rycote.com				Warranty only when Product Registered
RYZE	DJI						Mfr Not Found
Sabian	SBN	Cymbals	https://sabian.com/warranty	8008172242	24.0	24.0	
	SBN	Accessories	https://sabian.com/warranty	8008172242	12.0	12.0	
Sabinetek	SABINETEK	Sabinetek	https://www.sabinetek.com/pages/warranty-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sabrent	SABRENT	Sabrent	https://sabrent.com/pages/support#Warranty	3232660911			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sachtler	SC	Sachtler	https://www.sachtler.com/en/terms-conditions	8005411667			No SKU is not listed on Adorama
Safariland	SAFARIL	Holster Products	https://safariland.com/pages/warranties	8003471200			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Safco	SAFC	Safco	https://www.safcoproducts.com/resources/warranty-statement	8889716225	99.0	99.0	
Safe360	S360						Not in Adorama Brand List
SafeAct	SFA						Not in Adorama Brand List
Safety Zone	SAFZONE						Warranty Not Applicable
Saitek	SAITEK						Not in Adorama Brand List
Salesmaker Carts	RG						Not in Adorama Brand List
Salrayworks	SALRAYW	Salrayworks	http://www.salrayworks.com		12.0	12.0	As per Adorama
Salsbury Industries	RG						Not in Adorama Brand List
Sametop	RG						Not in Adorama Brand List
Sample Packs	SAPK						Warranty Not Applicable
Samson	SAMSON	Samson	https://samsontech.com/support/warranty-information	5168707200	24.0	24.0	
	SAMSON	Power Amplifiers	https://samsontech.com/support/warranty-information	5168707200	36.0	36.0	
	SAMSON	Rechargeable Battery	https://samsontech.com/support/warranty-information	5168707200	3.0	3.0	
Samsonite	SMSNT	Samsonite	https://www.samsonite.ca/en/warranty.html	8885016220			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Samsung	YY	Samsung	https://www.samsung.com/us/support/warranty	8007267864			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Samurai	SAMURAI		https://www.samurai-asia.com/apps/product-registration				Warranty only when Product Registered
Samyang	SAM	Samyang	https://samyangus.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sandies	RG						Not in Adorama Brand List
SanDisk	DS	SanDisk	https://www.westerndigital.com/brand/sandisk	8554937867			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
SanDisk Professional	DS	SanDisk Professional	https://www.westerndigital.com/brand/sandisk-professional	8554937867			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sanho	S1						Mfr Not Found
Sanken	SNKN	Sanken	https://www.sankenmicrophones.com/				No SKU is not listed on Adorama
Saramonic	SARAM	Saramonic	https://saramonicusa.com/warranty	9143455426			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Satechi	SAT	Satechi	https://satechi.net/terms-conditions	8582681800	12.0	12.0	
Savage	SA	Savage	https://savageuniversal.com/us-en/product-registration	4806321320			Warranty only when Product Registered
Sawtooth	SAWTOOTH	Sawtooth	https://www.sawtoothworld.com		12.0	12.0	
SBIG	3S	SBIG	https://diffractionlimited.com/terms-of-sale	6132252732			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
ScanMarker	SCNMR	ScanMarker					Not in Adorama Brand List
Scene Shields	RG						Not in Adorama Brand List
Schecter	SCHTR	Schecter	https://www.schecterguitars.com/warranty	8006606621			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Schneider	SR	Schneider	https://schneiderkreuznach.com/en	6317615000			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Schoeps	SCHO	Schoeps	https://schoeps.de/en/support-service/service.html		24.0	24.0	
Schok	SCHOK	Schok	https://schokgear.com/pages/warranty	8884872465	12.0	12.0	
Schulz Camerasupport	ARC						Not in Adorama Brand List
Science Image	SCI	Science Image	https://www.science-image.com		12.0	12.0	As per Adorama
Scosche	RG						No SKU is not listed on Adorama
Screen Light and Grip	RG						Not in Adorama Brand List
ScreenBeam	SCB	ScreenBeam	https://www.screenbeam.com/warranty	8667768322	12.0	12.0	
SCW	RG						Not in Adorama Brand List
	SCB	ScreenBeam 1100 Plus	https://www.screenbeam.com/warranty	8667768322	36.0	36.0	
SE Electronics	SEELECT	SE Electronics	https://seelectronics.com/warranty	8554178677	24.0	24.0	
Sea & Sea	SS		https://www.seaandsea.com				Warranty not available on MFR
Seagate	SX	Seagate	https://www.seagate.com/support/warranty-and-replacements	8007324283			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Seagull	SEGL	Guitars	https://seagullguitars.com/about-us		99.0	99.0	
Seahorse	8S	Seahorse	https://www.seahorsecases.com	6196602300	99.0	99.0	
Seal	SE						Mfr Not Found
SeaLife	SL	SeaLife	https://www.sealife-cameras.com/warranty	8002577742	12.0	12.0	
Seaport Digital	SEAP	Seaport Digital	https://www.seaportdigital.com/warranty-and-returns	8552564404	12.0	12.0	
Seasonic	RG						No SKU is not listed on Adorama
Secure Data	SCRDTA	Secure Data	https://www.securedata.com/legal/warranty-return-policy	8005201677			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Securitytronix	SECTRNX		https://www.123securityproducts.com/return-policy	8664402288			Warranty not available on MFR
Seercam	SRCM						Mfr Not Found
Segue	GX						Mfr Not Found
Segway	SEGWAY	Segway	https://www.segway.com/after-sale-service-policies	8664734929			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sekonic	SK	Sekonic	https://sekonic.com/warranty	9145924156	12.0	12.0	
Senal Sound	RG						No SKU is not listed on Adorama
Sengled	SENG	Sengled	https://us.sengled.com/pages/return-refund-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sennheiser	8S	Sennheiser	https://www.sennheiser.com/en-us/warranty-conditions	8777366434	24.0	24.0	
Sensei	RG		https://www.madebysensei.com/warranty				Not in Adorama Brand List
Sensta Tech	SENST						Mfr Not Found
Serato	SERT		https://serato.com/				Warranty Not Applicable
Series 7	S7						Not in Adorama Brand List
Sescom	SESCOM	Sescom	https://www.sescom.com/about-us/warranty-registration	8452461915			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
SetWear	S0	SetWear	https://setwear.com/pages/terms	8186269987	1.0	1.0	
SGC Lights	SGC	SGC Lights	https://sgclights.com/pages/warranty-page		24.0	24.0	
Shape	SHAPE	Shape	https://www.shapewlb.com/lifetime-warranty	8889689810			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sharp	SH	Sharp	https://www.sharpnecdisplays.us	8002374277			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Shell-Case	SHLCS		https://shell-case.com				Warranty not available on MFR
Shenzhen Maono Tech	AA						Not in Adorama Brand List
Shepherd	SB						Mfr Not Found
ShiftCam	RG						Not in Adorama Brand List
Shill	SHILL						Mfr Not Found
Shimbol	SHM	Shimbol			12.0	12.0	As per Adorama
Shimoda	SHIMD	Shimoda	https://shimodadesigns.com/warranty	9145924157	60.0	60.0	
Shinybow	SHNBOW		https://www.shinybowusa.com	4693629622			Warranty not available on MFR
Shoulderpod	SHLPD	Shoulderpod	https://www.shoulderpod.com/terms		24.0	24.0	
Show Sage	RG						Not in Adorama Brand List
Shure	SHURE	Shure	https://www.shure.com/en-US/legal/warranty-information	8005162525			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
ShutterBands	SHTBNDS	ShutterBands	https://www.shutterbands.com		12.0	12.0	
Shutterbug Designs	SHUTT						Mfr Not Found
Sibelius	SIBE						Warranty Not Applicable
Sightmark	SIGHTMARK	Sightmark	https://support.sightmark.com	8173831163	99.0	99.0	
	SIGHTMARK	Image Intensifier Tubes	https://support.sightmark.com	8173831163	36.0	36.0	
	SIGHTMARK	Digital Imaging Sensors	https://support.sightmark.com	8173831163	36.0	36.0	
	SIGHTMARK	Light emitting devices	https://support.sightmark.com	8173831163	36.0	36.0	
	SIGHTMARK	Rechargeable Battery Packs	https://support.sightmark.com	8173831163	12.0	12.0	
Sightron	XJ	Sightron	https://sightron.com/pages/warranty	9195623000			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sigma	SG	Sigma	https://www.sigmaphoto.com/register	8008966858	48.0	48.0	
	SG	fp Cameras	https://www.sigmaphoto.com/register	8008966858	12.0	12.0	
	SG	Cine Lenses	https://www.sigmaphoto.com/register	8008966858	12.0	12.0	
SIIG	SIIG	SIIG	https://www.siig.com/warranty-policy	5106578688			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Silence Corner	SCOR	Silence Corner	https://silencecornerusa.com/faqs	4248327005	12.0	12.0	
Silhouette	SILH	Silhouette	https://www.silhouetteamerica.com				No SKU is not listed on Adorama
Sima	VD						Not in Adorama Brand List
Simmons	RG						No SKU is not listed on Adorama
Simply Gimbal	SMPLGMBL						Mfr Not Found
Singh-Ray	RG						No SKU is not listed on Adorama
SiOnyx	SIONYX	SiOnyx	https://www.sionyx.com/pages/warranty-and-return-policy	8668278237	24.0	24.0	
Sirchie	SAFARIL	Sirchie	https://www.sirchie.com	8003567311			Warranty not available on MFR
Sirui	SIRUI	Sirui	https://www.siruiusa.com/warranty.html	8663730829			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
SiteBloc	STBLC						Not in Adorama Brand List
SIVGA	SIVGA	SIVGA	https://www.sivgaaudio.com		12.0	12.0	As per Adorama
SJCAM	SJCAM	SJCAM	https://www.sjcam.com/warranty		12.0	12.0	
	SJCAM	Batteries	https://www.sjcam.com/warranty		6.0	6.0	
Skaarhoj	SKAAR	Skaarhoj	https://www.skaarhoj.com/policies		12.0	12.0	
SKB	SKB	SKB	https://www.skbcases.com/warranty	8007830087			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Skooba	SKOOBA		https://skoobadesign.com	7167061160			Warranty not available on MFR
Skutr	9X	Backpacks	https://www.skutrusa.com		24.0	24.0	As per Adorama
Skydio	SKYDIO	Skydio	https://www.skydio.com/legal/limited-warranty	8554635902	12.0	12.0	
SkyeBrowse	SKYEB		https://www.skyebrowse.com/				No SKU is not listed on Adorama
Skytech Gaming	STGAMING	Skytech Gaming	https://skytechgaming.com/warranty	8883708882	12.0	12.0	
Skywalker	SKYWALKER						Not in Adorama Brand List
Skywatch	SKYWATCH	Skywatch	https://www.skywatch.ai/drone-insurance				Warranty Not Applicable
Skywatcher	9S						Not in Adorama Brand List
Sky-Watcher	9S	Sky-Watcher	https://www.skywatcherusa.com/pages/warranty-information	8553271587	24.0	24.0	
SlickWraps	SLICKW		https://www.slickwraps.com				Warranty not available on MFR
Slidgo	SLIDGO						Adorama Private Brand
Slik	SL		https://slikusa.com				Warranty not available on MFR
Slinger	ZCASEC	Slinger	https://www.adorama.com	8008150702	12.0	12.0	Adorama Private Brand
SlingStudio	DISH	SlingStudio	https://www.myslingstudio.com	8883631777	12.0	12.0	
SmallHD	SMHD	SmallHD	https://smallhd.com	9194392166	12.0	12.0	https://smallhd.com/pages/standard-limited-warranty-and-exclusions
SmallRig	SMLRG	SmallRig	https://www.smallrig.com/contentpage/after-sales-policy.html		24.0	24.0	
	SMLRG	Electronic Products	https://www.smallrig.com/contentpage/after-sales-policy.html		12.0	12.0	
Smart	RG						No SKU is not listed on Adorama
Smart-AVI	RG						No SKU is not listed on Adorama
SmartSystem	RG		https://www.smartsystem.com/warranty-types				No SKU is not listed on Adorama
Smith & Wesson	WC	Smith & Wesson	https://www.smith-wesson.com/customer-service/warranty	8003310852	12.0	12.0	
Smith-Victor	SV		https://smithvictor.com/warranties	6308309200			Warranty not available on MFR
SmokeGENIE	SMKG	SmokeGENIE	https://mysmokegenie.co.uk				Warranty not available on MFR
Snaptain	SNAPT						Not in Adorama Brand List
Snom	SNOM						No SKU is not listed on Adorama
Softron	SO		https://softron.tv	7023303232			Warranty not available on MFR
Softube	SFTB	Softube	https://www.softube.com/terms-and-conditions_usa		36.0	36.0	
SolidDrive	SLDDRV	SolidDrive	https://soliddrive-int.mseaudio.com/warranties	8556635600	84.0	84.0	
	SLDDRV	Electronic Products	https://soliddrive-int.mseaudio.com/warranties	8556635600	36.0	36.0	
Solidigm	SD	Solidigm	https://support.solidigm.com/en-US	8333137337	60.0	60.0	
Solo Bags	SOLO	Solo Bags	https://solo-ny.com/pages/warranty	8003336292	60.0	60.0	
Sonarworks	SNWRK						Warranty Not Applicable
Sonic Alert	SONIC	Sonic Alert	https://www.sonicalert.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
SonicModell	RG						Not in Adorama Brand List
SonicPresence	SPRESENCE	SonicPresence	https://www.sonicpresence.com/pages/warranty		12.0	12.0	
Sonifex	SNFX	Sonifex	https://www.sonifex.co.uk		12.0	12.0	
Sonnet	29	Sonnet	https://www.sonnettech.com		24.0	24.0	
Sonos	SNOS	Sonos	https://www.sonos.com/en-ca/legal/terms	8006802345	12.0	12.0	
Sontronics	SONTRONICS	Sontronics	https://www.sontronics.com/warranty		99.0	99.0	
Sonuus	SNUU		https://www.sonuus.com/register.html				Warranty only when Product Registered
Sony	SO	Sony	https://www.sony.com/electronics	8009427669			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sound Devices	SDV	Sound Devices	https://www.sounddevices.com	6085240625			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sound Ideas	SNDID	Hard Drives	https://www.sound-ideas.com	8003873030	12.0	12.0	
Soundcraft	SOCR	Soundcraft	https://www.soundcraft.com	8447764899	36.0	36.0	
SoundMAGIC	SNDMGC	SoundMAGIC	https://soundmagicheadphones.com/pages/warranty-information		12.0	12.0	
Soundsphere	SOUNDS	Speakers	https://soundsphere-int.mseaudio.com	8556635600	24.0	24.0	
SoundSwitch	SDSW		https://www.soundswitch.com/terms-and-conditions				Warranty not available on MFR
SoundTube	SNDTB	SoundTube	https://soundtube-int.mseaudio.com/warranties	8556635600			Speakers - 60, Electronic Products - 36
Southern Crossbow	WF						Not in Adorama Brand List
SP Studio Systems	SP						Mfr Not Found
Speck	25	Speck	https://speckproducts.com/pages/warranty-information				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Speco Technologies	RG						No SKU is not listed on Adorama
Spector Bass	SPECBAS	USA Series Basses	https://www.spectorbass.com/faq		99.0	99.0	
	SPECBAS	Europe Series Basses	https://www.spectorbass.com/faq		99.0	99.0	
	SPECBAS	Korean-made NS Series Basses	https://www.spectorbass.com/faq		60.0	60.0	
	SPECBAS	Performer,LegendStandardBasses	https://www.spectorbass.com/faq		24.0	24.0	
	SPECBAS	Tuning Keys	https://www.spectorbass.com/faq		12.0	12.0	
	SPECBAS	Bridges	https://www.spectorbass.com/faq		12.0	12.0	
	SPECBAS	Pickups	https://www.spectorbass.com/faq		12.0	12.0	
	SPECBAS	Finish	https://www.spectorbass.com/faq		12.0	12.0	
SpectraCal	RG						Not in Adorama Brand List
Spectroline	SAFARIL	Spectroline	https://www.spectro-uv.com/pages/warranty		24.0	24.0	
Speedotron	SZ	Speedotron	https://speedotron.com	6302465001			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Spektrum	SPEKTRUM	Spektrum	https://spektrumglasses.com/pages/shipping-warranty-returns	8447735878	12.0	12.0	
Spekular	SPIF	Spekular	https://spekular.com/returns-warranty	8888429101	12.0	12.0	
SP-Gadgets	SPG	SP-Gadgets	https://sp-connect.com/pages/warranty		24.0	24.0	
SpiderHolster	F9	SpiderHolster	https://spiderholster.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Spieltek	SO						Not in Adorama Brand List
Spigen	SPIG	Spigen	https://www.spigen.com/pages/warranty		24.0	24.0	
SpinLight 360	SPI						Not in Adorama Brand List
SPL	SPL	SPL	https://spl.audio/en		24.0	24.0	As Per Adorama
SPLACH	SPLACH	SPLACH	https://splach.bike/products		6.0	6.0	
Sprig	RG						Not in Adorama Brand List
Sprint	CH		https://www.sprintsystems.com				Warranty Not Applicable
Sprolink	SPROLINK		https://store.sprolink.com				Warranty not available on MFR
Spy Tec	RG						Not in Adorama Brand List
Square	SQJ						Not in Adorama Brand List
Square Enix Inc.	SEI	Square Enix Inc.	https://na.store.square-enix-games.com		3.0	3.0	As Per Adorama
Squier	SQUI	Squier	https://support.fender.com	8008569801	24.0	24.0	
SRN	SRN						Mfr Not Found
StabiLens	STLNS	StabiLens			99.0	99.0	As Per Adorama
Stack-On	RG		https://stack-on.com/customer-service/warranty-info				No SKU is not listed on Adorama
Stage Ninja	RG						Not in Adorama Brand List
Stanley	RG		https://www.stanleytools.com/support/warranty				Not in Adorama Brand List
Stanton	STAN						Not in Adorama Brand List
Starlight Xpress	STARX		https://www.sxccd.com				Warranty not available on MFR
Start Micronics	STRTMCRN	Start Micronics	https://starmicronics.com	8007827636			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
StarTech	START	StarTech	https://www.startech.com/en-us	8002651844			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
SteadiCam	SM	SteadiCam	https://tiffen.com/pages/warranty	8006452522			No SKU is not listed on Adorama
Steadygum	STDGM	Steadygum	https://steadygum.com		24.0	24.0	As Per Adorama
Stealth Cam	STEALTHCAM		https://steadygum.com/terms-and-conditions				Warranty not available on MFR
Steelcase	RG		https://www.steelcase.com/warranty				No SKU is not listed on Adorama
SteelSeries	STEELSR	SteelSeries	https://steelseries.com/policies/terms		12.0	12.0	
Steiner	ST	Binoculars	https://www.steiner-optics.com/product-warranties	8885506255			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Stem Audio	STEM						Not in Adorama Brand List
Stewart Filmscreen	STWFLM						Not in Adorama Brand List
STM	STM	STM	https://stmgoods.com/pages/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sto-Fen	SF		http://www.stofen.com				Warranty not available on MFR
Stony Edge	STEDG						Mfr Not Found
Strand	RG						No SKU is not listed on Adorama
Stream Dudes	STD						Not in Adorama Brand List
Streamlight	38	Streamlight	https://www.streamlight.com/support/service/warranty-information	8005237488			No SKU is not listed on Adorama
String Sling	STSL		https://thestringsling.com				Warranty not available on MFR
Stroboframe	SB	Stroboframe Flash Brackets	https://tiffen.com/pages/warranty	8188434600	60.0	60.0	
Strong Leather Co.	STRONGL						Not in Adorama Brand List
Strukture	STRU	Stands	https://strukturemusic.com/pages/warranty		24.0	24.0	
Strut Cases	RG						No SKU is not listed on Adorama
	STRU	Cables	https://studio-assets.com/warranty		99.0	99.0	
	STRU	Guitar Straps	https://studio-assets.com/warranty		12.0	12.0	
	STRU	Table Mounts	https://studio-assets.com/warranty		24.0	24.0	
	STRU	Guitar Wall Hangers	https://studio-assets.com/warranty		12.0	12.0	
Studio Assets	STAS	Studio Assets	https://studio-assets.com/warranty		12.0	12.0	
Studio Carts	SDC	Studio Carts	https://studiocarts.com	8187671122	99.0	99.0	
Studio Depot	STUDI		https://www.studiodepot.com	7474003777			Warranty not available on MFR
Studio Dynamics	ZBG						Warranty Not Applicable
Studio Force	RG						Not in Adorama Brand List
Studio Projects	STUPRJ	Studio Projects	http://studioprojects.com	3103239050			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Studio Technologies	STE	Studio Technologies	https://studio-tech.com/service-repair		36.0	36.0	
Studio Titan	RG						No SKU is not listed on Adorama
Studioflex	STDF	Studioflex	https://www.studioflex.com/pages/warranty		99.0	99.0	
StudioHub	RG						Not in Adorama Brand List
Studiologic	STDLGC	Studiologic	https://www.studiologic-music.com		24.0	24.0	
Studiomaster	STDMSTR	Studiomaster	https://www.studiomasterprofessional.com		12.0	12.0	
Styrka	STY	Styrka	https://styrkastrong.com		99.0	99.0	
Sublue	SUBLU	Sublue	https://www.shopsublue.com	8552068698	12.0	12.0	As Per Adorama
Sugar Bytes	SGRBYT		https://sugar-bytes.de				Warranty Not Applicable
Summer Infant	SNDID						Not in Adorama Brand List
Summit Creative	SMTCREAT						Not in Adorama Brand List
Sun Optics	SUNOPT	Sun Optics			99.0	99.0	As Per Adorama
Sunbounce	CF	Sunbounce	https://sunbouncepro.com/support				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Sunpak	SUT	Sunpak	https://www.tocad.com	9736279600			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
SunwayFoto	SUT	SunwayFoto	https://sunwayfoto-store.com/pages/warranty-policy		72.0	72.0	
	SUT	Electronic Products	https://sunwayfoto-store.com/pages/warranty-policy		12.0	12.0	
Superior Specialties	RG						No SKU is not listed on Adorama
Supersonic	SUPERSONIC	Supersonic	https://www.supersonicinc.com/pages/warranty				No SKU is not listed on Adorama
SureFire	22	SureFire	https://www.surefire.com/policies/warranty	7145459444	99.0	99.0	
Swab-Its	SWBITS						Warranty Not Applicable
Swagtron	SWGTRN	Swagtron	https://swagtron.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Swann	42	Swann	https://us.swann.com/product-returns	5627772551	12.0	12.0	
Swarovski Optik	SI	Swarovski Optik	https://www.swarovskioptik.com	8004263089			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Swellpro	SWLPRO	Swellpro	https://store.swellpro.com/pages/faqs		12.0	12.0	
Swift Stream RC	SSR						Not in Adorama Brand List
SwissGear	RG						Not in Adorama Brand List
SWIT Electronics	ZZ	Monitors	https://www.switusa.com/warranty-policy	8669867948	24.0	24.0	
	ZZ	HD Converters / Transmitters	https://www.switusa.com/warranty-policy		24.0	24.0	
